GeneID,ANNOTATION_SYMBOL,NAME,R1 + prov,R2,R3,R4,R5
FBgn0038818,CG4058,Neprilysin 4,0.000,0.000,0.002,0.013,0.032
FBgn0038819,CG5494,Cuticular protein 92F,0.000,0.014,0.000,0.014,0.067
FBgn0038820,CG4000,-,0.034,0.000,0.000,0.000,0.000
FBgn0038821,CG17267,-,0.060,0.167,0.081,0.109,0.033
FBgn0038826,CG17838,Syncrip,2.772,4.721,4.732,5.856,5.980
FBgn0038827,CG17269,Fancd2,0.509,1.480,1.150,1.231,0.978
FBgn0038828,CG17270,-,2.217,5.392,5.710,6.110,4.506
FBgn0038829,CG17271,-,31.195,24.823,21.264,44.807,17.957
FBgn0038830,CG17272,-,89.638,182.471,205.598,187.659,205.155
FBgn0038832,CG15695,-,0.440,0.155,0.085,0.108,0.014
FBgn0038833,CG15696,-,0.031,0.000,0.000,0.058,0.000
FBgn0038834,CG15697,Ribosomal protein S30,2166.392,1980.031,2439.784,1841.619,1565.166
FBgn0038837,CG3822,-,0.600,0.024,0.000,0.011,0.020
FBgn0038838,CG5609,Turandot B,0.000,0.025,0.000,0.000,0.000
FBgn0038839,CG10830,-,3.970,6.670,5.823,2.276,15.963
FBgn0038840,CG5621,-,0.011,0.034,0.048,0.016,0.034
FBgn0038842,CG5630,-,66.142,3.590,17.009,16.179,11.465
FBgn0038845,CG10827,-,0.282,0.183,0.476,8.970,3.156
FBgn0038846,CG5697,-,1.195,5.175,0.126,1.411,0.454
FBgn0038847,CG12278,-,0.124,0.285,0.156,0.135,0.809
FBgn0038849,CG7079,-,2.312,8.128,0.752,4.626,10.446
FBgn0038850,CG17279,-,0.065,0.195,0.032,0.167,0.114
FBgn0038851,CG5737,doublesex-Mab related 93B,27.048,1.178,0.191,1.263,1.726
FBgn0038852,CG7056,-,2.536,0.954,1.073,1.173,1.447
FBgn0038853,CG3421,Rho GTPase activating protein at 93B,0.743,0.929,0.869,0.758,1.011
FBgn0038854,CG7044,-,3.558,6.028,4.796,7.366,9.198
FBgn0038855,CG5745,-,4.846,4.236,5.337,7.262,9.199
FBgn0038856,CG7034,sec15,1.984,3.045,3.475,3.348,3.240
FBgn0038857,CG17282,-,20.766,30.152,25.422,33.815,34.496
FBgn0038858,CG5793,-,9.844,7.846,8.956,9.772,12.194
FBgn0038859,CG17284,Odorant-binding protein 93a,0.028,0.067,0.294,0.300,0.343
FBgn0038860,CG10825,Interacts with the C terminus of ELL 1,0.119,0.216,0.160,0.170,0.160
FBgn0038861,CG7009,-,9.902,12.339,12.409,17.305,13.251
FBgn0038862,CG5798,UBPY ortholog,2.467,4.405,4.095,4.571,4.083
FBgn0038865,CG10824,-,0.208,0.362,0.311,0.660,0.422
FBgn0038866,CG5810,-,0.103,0.271,0.539,0.531,0.316
FBgn0038868,CG5862,-,27.188,15.853,17.344,19.774,24.485
FBgn0038869,CG3353,-,4.546,5.302,7.864,6.821,6.777
FBgn0038870,CG5871,O-GlcNAcase,2.786,4.141,3.340,5.285,5.310
FBgn0038871,CG3337,-,18.203,20.087,20.530,23.034,22.633
FBgn0038872,CG5874,Negative elongation factor A,0.535,1.555,1.468,1.394,1.261
FBgn0038873,CG5892,-,0.192,0.303,0.060,0.270,0.361
FBgn0038874,CG5911,ETHR,1.685,1.546,1.116,7.013,9.651
FBgn0038876,CG5919,-,5.932,7.345,7.684,8.718,6.401
FBgn0038877,CG3308,-,2.415,3.601,4.490,4.307,5.764
FBgn0038878,CG3301,-,23.630,5.260,3.784,1.706,1.935
FBgn0038879,CG17298,-,0.000,0.044,0.000,0.000,0.027
FBgn0038880,CG10823,SIFamide receptor,0.024,0.022,0.030,0.024,0.028
FBgn0038881,CG16791,-,3.009,7.146,9.111,17.420,34.066
FBgn0038886,CG6475,-,0.000,0.008,0.000,0.546,0.000
FBgn0038887,CG7907,-,0.000,0.000,0.030,0.010,0.008
FBgn0038888,CG15503,Chemosensory protein B 93a,0.000,0.000,0.000,0.000,0.000
FBgn0038889,CG7922,-,0.660,1.817,2.088,1.617,3.324
FBgn0038890,CG7956,-,0.121,0.159,0.232,0.223,0.416
FBgn0038892,CG15498,-,0.000,0.057,0.044,0.037,0.021
FBgn0038893,CG6353,-,19.847,33.101,29.416,36.000,33.048
FBgn0038894,CG15497,-,1.524,3.552,0.574,3.860,3.282
FBgn0038897,CG5849,-,4.598,16.334,14.590,17.927,20.468
FBgn0038901,CG13419,Bursicon,4.007,17.662,5.143,41.317,116.363
FBgn0038902,CG6800,-,0.232,0.772,0.776,0.894,0.211
FBgn0038903,CG13418,RpI12,9.989,15.133,18.596,11.816,5.428
FBgn0038909,CG6569,-,0.081,0.139,0.125,0.178,0.277
FBgn0038912,CG6656,-,10.335,15.850,6.537,15.247,5.023
FBgn0038914,CG17820,female-specific independent of transformer,2.252,3.706,1.947,2.727,1.583
FBgn0038915,CG17819,-,0.000,0.196,0.000,0.238,0.000
FBgn0038916,CG6560,dead end,58.104,149.659,79.165,107.813,36.416
FBgn0038917,CG6678,-,0.243,0.362,0.341,0.445,0.278
FBgn0038918,CG6690,-,0.000,0.000,0.000,0.000,0.000
FBgn0038919,CG17843,-,0.000,0.000,0.000,0.000,0.000
FBgn0038921,CG6332,-,0.665,0.981,0.268,0.939,2.408
FBgn0038922,CG6439,-,11.569,10.156,24.569,6.001,7.056
FBgn0038923,CG13410,mitochondrial ribosomal protein L35,22.469,31.059,46.957,32.821,26.891
FBgn0038924,CG6028,-,69.159,53.092,50.303,79.081,54.920
FBgn0038925,CG6022,Cytochrome c heme lyase,75.483,90.699,215.811,79.807,62.252
FBgn0038926,CG13409,-,9.005,21.454,9.590,29.795,32.830
FBgn0038927,CG6015,-,9.200,17.591,12.606,20.344,16.849
FBgn0038928,CG12297,Fas-associated death domain ortholog,5.928,11.996,12.143,14.052,15.864
FBgn0038929,CG13408,-,0.000,0.022,0.063,0.013,0.011
FBgn0038930,CG5778,-,0.000,0.000,0.020,0.032,0.000
FBgn0038931,CG13407,-,0.000,0.000,0.000,0.000,0.000
FBgn0038934,CG5732,-,0.280,0.566,0.122,0.462,0.465
FBgn0038938,CG7084,-,0.276,1.346,0.732,3.536,3.945
FBgn0038941,CG7080,-,0.014,0.089,0.000,0.252,0.032
FBgn0038942,CG13862,-,0.000,0.000,0.000,0.067,0.271
FBgn0038943,CG5391,-,0.707,0.095,0.048,0.233,0.131
FBgn0038944,CG5388,-,0.000,0.018,0.000,0.063,0.000
FBgn0038945,CG5386,-,0.000,0.000,0.000,0.000,0.018
FBgn0038946,CG7077,retinol dehydrogenase B,0.000,0.000,0.000,0.023,0.061
FBgn0038947,CG7073,Sar1 ortholog (S. cerevisiae),69.730,66.428,57.827,68.990,79.550
FBgn0038948,CG5383,phosphatidylserine receptor,3.418,2.127,3.791,2.673,2.415
FBgn0038950,CG5382,-,46.825,52.654,41.374,64.981,47.300
FBgn0038951,CG5380,-,2.886,4.398,5.263,4.220,4.344
FBgn0038952,CG7069,-,0.359,1.802,0.607,1.370,1.202
FBgn0038953,CG18596,-,3.718,6.851,4.410,6.685,8.131
FBgn0038956,CG5379,-,0.061,0.142,0.382,0.272,0.333
FBgn0038957,CG7059,-,0.204,0.630,0.389,0.565,0.541
FBgn0038958,CG13857,-,0.000,0.234,0.035,0.203,0.092
FBgn0038959,CG13856,-,0.044,0.286,0.041,0.190,0.231
FBgn0038960,CG13855,-,0.000,0.015,0.017,0.007,0.079
FBgn0038961,CG13850,-,5.445,6.783,9.329,8.155,8.250
FBgn0038964,CG13849,Nop56,23.413,40.631,52.180,45.528,23.233
FBgn0038965,CG13852,mob as tumor suppressor,1.871,4.017,3.112,6.448,7.064
FBgn0038966,CG13848,prolonged depolarization afterpotential (PDA) is not apparent,1.795,2.325,1.845,3.210,5.610
FBgn0038967,CG13847,-,0.168,0.241,0.009,0.267,2.183
FBgn0038968,CG12499,-,0.471,1.185,1.451,1.376,1.856
FBgn0038972,CG7054,-,147.263,216.680,418.452,68.809,43.057
FBgn0038973,CG18594,Phosphatidylethanolamine-binding protein 1,153.979,1042.261,203.765,1511.874,1646.284
FBgn0038974,CG5377,-,11.425,9.616,6.266,6.684,5.309
FBgn0038975,CG7050,Neurexin 1,8.761,13.921,3.463,24.106,25.823
FBgn0038976,CG7048,-,49.544,76.208,68.478,73.810,81.491
FBgn0038977,CG5376,-,0.896,1.454,0.510,2.544,2.906
FBgn0038978,CG7045,-,0.136,0.203,0.000,0.392,1.215
FBgn0038979,CG7046,-,1.585,4.745,0.012,2.598,0.505
FBgn0038980,CG6919,Octopamine beta1 receptor,0.796,1.788,0.080,0.307,0.258
FBgn0038981,CG5346,-,10.838,18.735,16.508,9.608,10.967
FBgn0038983,CG5326,-,0.367,0.237,0.023,0.088,0.327
FBgn0038984,CG5315,Adiponectin receptor,12.394,21.755,23.157,21.326,30.602
FBgn0038986,CG5278,-,0.000,0.029,0.000,0.039,0.000
FBgn0038989,CG6937,-,8.340,13.404,16.852,13.055,8.063
FBgn0038993,CG13843,-,0.000,0.096,0.000,0.095,0.240
FBgn0039000,,,0.079,0.163,0.172,0.196,0.130
FBgn0039002,CG17625,-,0.676,1.303,0.785,1.244,1.436
FBgn0039003,CG4917,wolfram syndrome 1,0.330,0.583,0.475,1.006,1.052
FBgn0039004,CG6958,Nucleoporin 133kD,0.691,1.092,1.465,1.542,1.205
FBgn0039006,CG12800,Cyp6d4,9.075,19.039,8.608,16.298,14.790
FBgn0039007,CG4910,Crustacean cardioactive peptide,6.696,31.522,13.976,26.300,20.932
FBgn0039008,CG6972,-,1.184,5.506,2.411,7.702,8.728
FBgn0039009,CG13842,-,0.000,0.062,0.016,0.057,0.304
FBgn0039010,CG4907,-,0.000,0.028,0.047,0.023,0.005
FBgn0039013,CG4813,-,1.332,1.199,1.159,2.370,3.192
FBgn0039014,,,0.000,0.000,0.000,0.000,0.000
FBgn0039015,CG4803,Tak1-like 2,6.099,26.562,14.221,49.967,78.037
FBgn0039016,CG4792,Dicer-1,0.234,0.386,0.542,0.584,0.585
FBgn0039017,CG6985,-,0.294,0.495,0.569,0.657,0.790
FBgn0039019,CG6990,Heterochromatin Protein 1c,7.723,10.350,12.230,15.391,12.824
FBgn0039020,CG17141,-,2.388,4.180,3.816,4.280,3.451
FBgn0039022,CG4725,-,0.000,0.000,0.000,0.006,0.073
FBgn0039023,CG4723,-,0.163,0.012,0.006,0.073,0.000
FBgn0039024,CG4721,-,3.315,0.000,0.000,0.007,0.006
FBgn0039025,CG7023,Ubiquitin-specific protease 12/46 ortholog,6.972,13.671,12.544,21.528,21.236
FBgn0039026,CG7029,-,0.711,1.421,1.053,1.803,1.864
FBgn0039027,CG7031,-,0.051,0.090,0.036,0.033,0.000
FBgn0039028,CG13840,-,0.000,0.025,0.007,0.009,0.000
FBgn0039029,CG4704,-,0.000,0.000,0.000,0.000,0.000
FBgn0039030,CG6660,-,0.000,0.000,0.000,0.000,0.024
FBgn0039031,CG17244,-,0.000,0.000,0.041,0.041,0.000
FBgn0039033,CG17241,Odorant receptor 94a,0.000,0.067,0.011,0.143,0.446
FBgn0039034,CG6679,Odorant receptor 94b,0.000,0.000,0.000,0.000,0.000
FBgn0039038,CG6688,-,12.762,1.363,0.295,5.360,7.113
FBgn0039039,CG4677,lame duck,0.246,0.080,0.093,0.096,0.128
FBgn0039040,CG13833,-,0.453,0.507,0.437,0.540,0.174
FBgn0039041,CG13838,-,0.293,0.030,0.030,0.036,0.031
FBgn0039042,CG13837,-,2.227,5.923,0.058,1.253,3.531
FBgn0039043,CG17121,-,23.906,1.432,0.175,0.337,1.334
FBgn0039044,CG33336,p53,0.814,1.087,1.506,1.241,1.474
FBgn0039045,CG17119,-,2.448,1.944,0.995,8.886,9.682
FBgn0039048,CG17111,-,0.891,0.108,0.034,0.158,0.340
FBgn0039049,CG6726,-,1.421,1.282,1.378,8.631,12.559
FBgn0039050,CG17110,-,0.188,0.968,0.761,2.187,1.859
FBgn0039051,CG17109,-,12.020,320.468,719.140,122.805,68.916
FBgn0039052,CG6733,-,0.193,4.566,4.018,2.442,1.897
FBgn0039053,CG6738,-,0.065,3.115,0.904,1.306,1.374
FBgn0039054,CG13830,-,3.318,0.234,0.373,0.194,0.655
FBgn0039055,CG4656,Ras association family member,2.277,5.866,5.679,6.636,8.234
FBgn0039056,CG6742,Centaurin beta 1A,1.011,3.766,4.188,2.971,5.021
FBgn0039058,CG4624,Vacuolar H[+] ATPase AC39 subunit 2,1.298,0.064,0.297,0.541,1.909
FBgn0039059,CG13829,-,0.000,0.000,0.016,0.032,0.063
FBgn0039060,,,0.000,0.036,0.314,0.949,0.145
FBgn0039061,,,5.016,0.722,2.174,1.243,0.964
FBgn0039064,CG4467,-,0.881,1.460,2.066,1.033,1.980
FBgn0039065,CG4449,-,1.127,1.749,1.501,1.365,1.240
FBgn0039066,CG6755,Elongin A,0.821,1.356,1.265,1.501,1.903
FBgn0039067,CG4448,will decrease acetylation,1.572,2.140,2.186,2.532,3.429
FBgn0039068,CG13827,-,6.774,15.533,7.443,18.476,13.049
FBgn0039069,CG6763,-,0.417,0.705,0.482,2.445,1.471
FBgn0039070,CG17083,-,0.039,0.027,0.000,0.045,0.150
FBgn0039071,CG4434,-,0.051,0.194,0.036,0.183,0.430
FBgn0039073,CG4408,-,0.156,0.026,0.000,0.124,0.251
FBgn0039075,CG4393,-,0.070,0.436,0.269,0.607,1.152
FBgn0039077,CG17380,-,0.025,0.000,0.000,0.000,0.000
FBgn0039078,CG4374,-,0.027,0.237,0.221,0.088,0.046
FBgn0039079,CG17381,Ionotropic receptor 94g,0.000,0.000,0.000,0.000,0.000
FBgn0039080,CG17382,Ionotropic receptor 94h,0.000,0.000,0.000,0.000,0.074
FBgn0039081,CG4370,Inwardly rectifying potassium channel 2,2.009,0.090,0.010,0.023,4.367
FBgn0039083,CG10177,-,0.303,0.018,0.000,0.009,0.000
FBgn0039084,CG10175,-,5.432,14.191,5.706,12.374,25.945
FBgn0039085,CG10170,-,28.917,111.007,100.598,101.949,107.478
FBgn0039086,CG16732,-,12.287,25.854,24.463,17.277,57.702
FBgn0039087,CG10168,-,0.010,0.202,0.537,0.286,0.795
FBgn0039088,CG10164,-,0.006,0.010,0.000,0.007,0.000
FBgn0039089,CG10152,beat-IV,0.065,0.009,0.037,0.056,0.059
FBgn0039091,CG10182,-,1.226,2.636,0.316,1.846,7.422
FBgn0039092,CG16723,-,27.918,46.050,0.608,2.426,5.132
FBgn0039093,CG10183,-,0.065,0.186,0.000,0.043,0.272
FBgn0039094,CG10184,-,9.462,7.222,23.590,10.010,3.341
FBgn0039098,CG13822,-,207.539,483.209,201.961,665.134,535.124
FBgn0039099,CG10157,-,164.199,353.786,99.777,445.385,251.411
FBgn0039101,CG16710,-,1.057,1.353,0.826,1.349,1.615
FBgn0039102,CG16705,Spatzle-Processing Enzyme,0.551,1.083,1.483,20.900,25.247
FBgn0039104,CG10252,-,2.157,6.660,2.388,4.422,4.387
FBgn0039106,CG10301,-,153.137,353.070,153.125,668.476,1027.701
FBgn0039107,CG10300,-,7.866,20.669,25.420,22.312,15.502
FBgn0039108,CG10232,-,0.000,0.025,0.000,0.040,0.065
FBgn0039109,CG10365,-,8.030,8.269,6.728,13.838,9.206
FBgn0039110,CG10225,Ran binding protein 3,2.836,3.262,3.697,6.253,4.411
FBgn0039111,CG10371,PTEN-like phosphatase,2.959,3.227,4.267,4.202,3.471
FBgn0039112,CG10219,-,94.103,128.679,282.194,138.111,121.948
FBgn0039113,CG10217,-,1.520,0.196,0.552,0.197,0.382
FBgn0039114,CG10374,Lipid storage droplet-1,0.278,0.199,0.144,1.456,5.025
FBgn0039115,CG10214,-,9.070,7.588,8.259,10.809,9.130
FBgn0039116,CG10375,-,0.341,0.744,0.754,0.886,0.890
FBgn0039117,CG10210,twister,0.577,1.337,2.024,1.557,1.472
FBgn0039118,CG10208,-,7.119,3.518,6.793,4.167,4.488
FBgn0039120,CG10198,Nucleoporin 98-96kD,0.827,1.581,1.824,1.987,2.390
FBgn0039124,CG13597,testis-specifically expressed bromodomain containing protein-1,0.189,0.221,0.125,0.168,0.432
FBgn0039125,CG5857,Ndc1 ortholog (S. cerevisiae),2.849,2.978,3.522,4.647,4.379
FBgn0039126,CG13601,-,4.327,9.376,12.239,11.169,10.027
FBgn0039127,,,0.064,0.068,0.000,0.026,0.118
FBgn0039128,CG13599,-,0.212,0.258,0.254,0.602,0.647
FBgn0039129,CG5338,Ribosomal protein S19b,0.216,0.402,0.059,0.470,0.825
FBgn0039130,CG5854,-,1.686,2.083,4.512,3.231,6.616
FBgn0039131,CG12268,-,0.041,0.067,0.014,0.003,0.245
FBgn0039132,CG5864,"Adaptor Protein complex 1, sigma subunit",22.961,50.808,33.146,49.601,50.991
FBgn0039135,CG13603,-,24.377,30.493,38.609,28.007,25.516
FBgn0039136,CG5902,-,3.354,5.439,4.467,6.384,6.392
FBgn0039137,CG13604,-,1.674,4.928,2.393,2.807,2.979
FBgn0039139,CG5933,Inducer of meiosis 4,0.699,1.803,1.904,5.542,5.858
FBgn0039140,CG5410,Mitochondrial Rho,0.883,1.706,2.709,2.190,2.224
FBgn0039141,CG5977,spastin,1.570,2.420,2.816,4.190,5.958
FBgn0039145,CG6000,-,4.282,3.883,9.598,3.930,1.622
FBgn0039147,CG10694,-,0.000,0.068,0.173,0.000,0.000
FBgn0039149,CG18428,-,10.294,14.910,11.702,16.979,16.736
FBgn0039150,CG13605,-,7.297,8.944,7.896,12.314,15.004
FBgn0039151,CG13607,-,0.015,0.003,0.004,0.011,0.067
FBgn0039152,CG6129,Rootletin,0.078,0.225,0.075,0.189,0.348
FBgn0039153,CG5463,-,1.031,2.183,3.522,2.767,1.812
FBgn0039154,CG6164,Niemann-Pick type C-2f,2.650,2257.645,204.875,140.224,12.090
FBgn0039155,CG6173,Kallmann syndrome 1 ortholog,0.017,0.764,0.524,5.868,1.121
FBgn0039156,CG6178,-,4.628,11.425,10.593,19.869,34.623
FBgn0039157,CG5501,Myosin 95E,0.430,0.916,0.683,1.340,2.068
FBgn0039158,CG6182,-,2.312,4.405,4.207,4.975,5.077
FBgn0039159,CG13608,mitochondrial ribosomal protein S24,1.960,3.984,4.890,4.044,3.880
FBgn0039160,CG5510,-,0.659,1.291,1.621,2.192,2.901
FBgn0039161,CG13606,-,0.289,0.258,0.152,0.204,1.235
FBgn0039163,CG5515,-,16.231,14.824,22.088,16.782,13.256
FBgn0039164,,,0.629,1.427,1.649,1.389,1.157
FBgn0039165,CG6204,-,1.422,2.611,2.829,4.038,1.951
FBgn0039167,CG17786,-,1.254,2.786,2.724,2.715,3.596
FBgn0039169,CG5669,Sp1-like factor for pairing sensitive-silencing,0.226,0.502,0.372,0.503,0.576
FBgn0039170,CG13609,-,0.128,0.144,0.304,0.218,0.369
FBgn0039172,CG5677,Spase 22/23-subunit,81.724,62.941,50.007,66.906,57.529
FBgn0039175,CG5706,-,23.350,37.323,57.178,41.728,45.930
FBgn0039177,CG13611,-,0.011,0.093,0.064,0.326,0.357
FBgn0039178,CG6356,-,1.028,3.377,0.973,2.842,8.102
FBgn0039180,CG5715,-,0.000,0.000,0.093,0.067,0.000
FBgn0039182,CG5728,-,0.454,1.143,1.553,1.061,0.628
FBgn0039183,CG6413,Dis3,0.854,1.798,2.087,2.061,1.646
FBgn0039184,CG6432,-,0.015,0.027,0.000,0.030,0.000
FBgn0039186,CG5746,-,0.673,1.329,1.168,1.393,1.310
FBgn0039187,CG6454,-,0.572,0.788,0.831,1.042,1.290
FBgn0039188,CG17785,Golgin84,1.818,1.583,2.270,2.847,2.977
FBgn0039189,CG18528,-,0.486,0.957,1.619,1.455,1.811
FBgn0039190,CG5762,-,0.000,0.014,0.014,0.028,0.166
FBgn0039192,CG17784,-,0.000,0.000,0.000,0.000,0.000
FBgn0039193,CG13613,-,0.000,0.000,0.000,0.047,0.000
FBgn0039194,CG13614,-,0.048,0.146,0.160,0.266,0.000
FBgn0039195,CG17782,-,0.000,0.000,0.000,0.000,0.000
FBgn0039196,CG17781,-,0.068,0.027,0.014,0.013,0.036
FBgn0039197,CG17780,-,0.000,0.008,0.013,0.003,0.000
FBgn0039198,CG5768,-,0.015,0.038,0.000,0.017,0.000
FBgn0039199,CG13615,-,0.000,0.000,0.000,0.000,0.000
FBgn0039200,CG13616,-,0.891,0.788,0.000,0.073,0.054
FBgn0039201,CG13617,-,0.053,0.039,0.000,0.000,0.006
FBgn0039202,CG13622,-,0.000,0.258,0.000,0.062,0.077
FBgn0039203,CG13618,-,10.531,1.111,0.372,0.319,0.520
FBgn0039204,CG6607,-,3.147,1.739,2.344,2.456,2.215
FBgn0039205,CG13623,-,32.602,38.703,38.875,37.075,24.417
FBgn0039207,CG5789,-,0.670,1.374,0.977,1.499,2.481
FBgn0039208,CG6643,-,2.203,8.423,32.134,1.338,0.391
FBgn0039209,CG13624,-,1.804,3.978,3.328,4.140,7.353
FBgn0039210,CG13625,-,1.888,3.335,3.958,4.169,5.427
FBgn0039212,CG13626,Syntaxin 18,9.785,9.602,8.497,11.120,9.013
FBgn0039213,CG6668,atlastin,4.455,5.747,4.940,6.081,6.945
FBgn0039214,CG5794,-,0.216,0.439,0.420,0.441,0.446
FBgn0039215,CG6695,-,1.272,1.277,1.324,1.507,1.206
FBgn0039217,CG13627,-,0.060,0.468,0.293,0.434,1.592
FBgn0039218,CG13628,Rpb10,61.175,82.816,64.997,66.603,56.113
FBgn0039219,CG13630,-,5.838,9.242,11.305,17.350,23.461
FBgn0039223,CG5805,-,6.003,10.184,16.998,9.796,10.840
FBgn0039224,CG13634,-,0.010,0.050,0.051,0.051,0.015
FBgn0039225,CG6892,Ets96B,0.319,0.564,0.287,0.858,0.850
FBgn0039226,CG18410,Uracil-DNA degrading factor,0.398,0.746,0.545,1.338,1.791
FBgn0039227,CG11375,polybromo,2.579,3.047,3.559,3.944,4.729
FBgn0039228,CG6980,-,0.254,0.000,0.000,0.028,0.844
FBgn0039229,CG6995,Scaffold attachment factor B,1.151,1.642,1.835,2.558,2.171
FBgn0039232,CG13636,sosie,0.006,0.003,0.003,0.026,0.056
FBgn0039233,CG7006,-,12.207,23.820,22.023,18.277,7.109
FBgn0039234,CG7012,nicastrin,1.056,1.355,1.175,1.569,1.954
FBgn0039235,CG10899,-,0.052,0.036,0.051,0.015,0.014
FBgn0039236,,,0.000,0.000,0.000,0.000,0.058
FBgn0039237,CG13640,-,0.000,0.000,0.000,0.000,0.000
FBgn0039238,CG7016,-,0.079,0.000,0.000,0.000,0.000
FBgn0039239,CG13641,-,0.000,0.032,0.000,0.000,0.000
FBgn0039240,CG3744,-,0.239,0.377,0.416,0.507,0.493
FBgn0039241,CG11089,-,0.000,0.000,0.000,0.000,0.000
FBgn0039244,CG11069,-,0.755,0.062,0.058,0.032,0.000
FBgn0039246,CG10845,-,0.000,0.000,0.000,0.000,0.000
FBgn0039249,CG11168,-,1.857,1.148,1.091,1.743,2.854
FBgn0039250,CG11120,-,0.205,0.387,0.216,0.442,0.477
FBgn0039251,CG17462,-,0.092,0.290,0.116,0.321,0.685
FBgn0039252,CG11771,-,3.538,5.330,8.569,5.447,5.282
FBgn0039254,CG13645,Nicotinamide mononucleotide adenylyltransferase,7.672,6.736,6.089,8.766,9.410
FBgn0039255,CG13646,-,0.027,0.221,0.024,0.370,0.392
FBgn0039257,CG13648,tenectin,0.001,0.010,0.012,0.009,0.020
FBgn0039258,CG11780,beta-4-galactosyltransferase 7,11.213,18.802,19.447,24.942,27.428
FBgn0039259,CG11781,-,121.057,256.990,170.011,206.933,127.600
FBgn0039260,CG6369,Smg6,8.736,14.045,15.603,17.818,20.685
FBgn0039261,CG6422,-,1.439,2.931,2.625,2.833,2.811
FBgn0039264,CG11786,-,0.461,3.250,0.762,1.013,3.229
FBgn0039265,CG11790,-,44.857,37.554,33.567,38.805,41.561
FBgn0039266,CG11791,-,45.110,73.261,52.689,77.704,107.450
FBgn0039269,CG7662,veli,8.143,5.019,6.968,5.812,8.078
FBgn0039270,CG11820,Poly-glutamine tract binding protein 1,7.388,7.080,8.939,7.845,4.183
FBgn0039271,CG11839,-,4.752,8.648,8.091,8.615,8.579
FBgn0039272,CG11836,-,0.578,0.408,0.425,0.232,0.166
FBgn0039273,CG9996,-,2.518,3.471,4.376,4.534,5.200
FBgn0039274,CG11920,-,4.427,5.322,7.581,5.463,3.873
FBgn0039277,CG13650,-,2.612,4.830,5.227,5.982,6.795
FBgn0039280,CG10238,Molybdenum cofactor synthesis 2,0.000,0.000,0.000,0.000,0.000
FBgn0039282,CG11848,Band4.1 inhibitor LRP interactor,0.049,0.198,0.333,0.067,0.032
FBgn0039283,CG13651,distal antenna-related,0.875,1.639,1.122,0.665,0.548
FBgn0039286,CG11849,distal antenna,0.029,0.078,0.074,0.018,0.004
FBgn0039288,CG13653,-,0.000,0.456,0.026,0.050,0.000
FBgn0039290,CG13654,-,0.607,1.119,1.065,1.940,2.860
FBgn0039291,CG13663,-,41.686,62.865,38.427,54.045,65.271
FBgn0039293,CG11851,-,5.533,9.274,7.719,12.292,10.787
FBgn0039294,CG13664,Cadherin 96Cb,0.049,0.179,0.151,0.502,0.524
FBgn0039296,CG10420,-,1.020,1.201,0.877,1.465,1.406
FBgn0039297,CG11852,-,0.277,0.726,0.340,0.731,1.388
FBgn0039298,CG11853,takeout,3.273,0.000,0.024,0.015,0.000
FBgn0039299,CG11854,-,0.083,0.035,0.025,0.000,0.000
FBgn0039300,CG10423,Ribosomal protein S27,716.542,489.026,690.769,542.798,471.630
FBgn0039301,CG11875,Nucleoporin 37kD,1.917,3.571,3.170,4.740,3.276
FBgn0039302,CG11856,Nucleoporin 358kD,1.888,3.899,3.662,4.380,4.832
FBgn0039303,CG11857,-,10.286,11.449,8.278,13.185,12.640
FBgn0039304,CG10425,-,46.788,70.500,36.103,99.458,183.759
FBgn0039305,CG11858,-,153.645,226.178,119.410,225.516,202.386
FBgn0039306,CG11859,-,5.853,10.182,11.975,9.350,9.182
FBgn0039307,CR13656,-,1.537,0.741,0.040,0.904,1.336
FBgn0039308,CG11889,-,0.000,0.000,0.000,0.000,0.000
FBgn0039309,CG11891,-,0.000,0.000,0.000,0.000,0.000
FBgn0039310,CG11878,-,41.892,4.392,0.584,0.891,1.961
FBgn0039311,CG10513,-,0.482,0.234,0.131,0.071,0.364
FBgn0039312,CG10514,-,0.535,1.053,0.411,0.592,1.131
FBgn0039313,CG11892,-,0.043,0.017,0.016,0.254,0.091
FBgn0039315,CG13658,-,13.500,5.418,3.948,2.692,1.648
FBgn0039316,CG11893,-,64.145,64.109,22.585,32.254,35.144
FBgn0039319,CG13659,-,5.086,11.727,19.134,11.619,9.036
FBgn0039321,CG10550,-,6.260,9.857,7.429,6.695,15.238
FBgn0039323,CG10559,-,1.147,4.493,4.668,4.968,12.185
FBgn0039324,CG10553,-,3.108,6.549,3.585,2.646,5.616
FBgn0039325,CG10560,-,1.753,4.255,1.913,2.768,10.631
FBgn0039326,CG10562,-,36.098,77.843,57.079,38.458,51.497
FBgn0039328,CG10675,CHKov2,7.833,1.853,2.061,2.615,1.447
FBgn0039329,CG10669,-,0.247,0.386,0.445,0.593,0.968
FBgn0039331,CG11913,-,0.000,0.036,0.044,0.064,0.227
FBgn0039332,CG11910,astrocytic leucine-rich repeat molecule,0.058,0.166,0.008,0.214,0.432
FBgn0039335,CG5127,Vacuolar protein sorting 33B,1.030,0.900,1.226,1.322,1.986
FBgn0039336,CG4553,-,1.298,1.793,1.650,2.318,1.412
FBgn0039337,CG5121,Mediator complex subunit 28,10.302,8.600,10.349,13.406,9.081
FBgn0039338,CG4548,XNP,1.607,3.645,2.992,4.181,5.689
FBgn0039339,CG5116,-,2.001,4.061,6.682,4.446,9.850
