#SUBMITTED ID	FBID_KEY	ANNOTATION_SYMBOL	SYMBOL
FBgn0029971	FBgn0029971	CG18624	ND-MNLL
FBgn0029974	FBgn0029974	CG10946	dpr14
FBgn0029975	FBgn0029975	CG1444	spidey
FBgn0029976	FBgn0029976	CG1514	snz
FBgn0029977	FBgn0029977	CG15329	hdm
FBgn0029979	FBgn0029979	CG10777	mahe
FBgn0029980	FBgn0029980	CG10778	CG10778
FBgn0029987	FBgn0029987	CG15330	CG15330
FBgn0029992	FBgn0029992	CG2253	Upf2
FBgn0029994	FBgn0029994	CG2254	Ldsdh1
FBgn0029996	FBgn0029996	CG2257	UbcE2H
FBgn0029997	FBgn0029997	CG2258	CG2258
FBgn0029999	FBgn0029999	CG1575	CG1575
FBgn0030000	FBgn0030000	CG2260	CG2260
FBgn0030001	FBgn0030001	CG15335	cyr
FBgn0030003	FBgn0030003	CG2116	CG2116
FBgn0030004	FBgn0030004	CG10958	CG10958
FBgn0030005	FBgn0030005	CG2120	CG2120
FBgn0030006	FBgn0030006	CG17982	CG17982
FBgn0030007	FBgn0030007	CG2263	alpha-PheRS
FBgn0030008	FBgn0030008	CG2129	CG2129
FBgn0030010	FBgn0030010	CG10959	CG10959
FBgn0030011	FBgn0030011	CG10763	Gbeta5
FBgn0030012	FBgn0030012	CG18262	CG18262
FBgn0030013	FBgn0030013	CG1583	GIIIspla2
FBgn0030017	FBgn0030017	CG2278	CG2278
FBgn0030018	FBgn0030018	CG2272	slpr
FBgn0030025	FBgn0030025	CG2147	CG2147
FBgn0030026	FBgn0030026	CG10964	sni
FBgn0030028	FBgn0030028	CG10965	Corp
FBgn0030029	FBgn0030029	CG15343	CG15343
FBgn0030030	FBgn0030030	CG1636	CG1636
FBgn0030034	FBgn0030034	CG10555	CG10555
FBgn0030035	FBgn0030035	CG11190	PIG-T
FBgn0030037	FBgn0030037	CG12125	Miga
FBgn0030038	FBgn0030038	CG1440	CG1440
FBgn0030039	FBgn0030039	CG12123	CG12123
FBgn0030040	FBgn0030040	CG15347	CG15347
FBgn0030048	FBgn0030048	CG12112	CG12112
FBgn0030049	FBgn0030049	CG11265	Trf4-1
FBgn0030052	FBgn0030052	CG12065	CG12065
FBgn0030053	FBgn0030053	CG12081	CG12081
FBgn0030054	FBgn0030054	CG12109	Caf1-180
FBgn0030055	FBgn0030055	CG12772	CG12772
FBgn0030056	FBgn0030056	CG11284	CAH3
FBgn0030057	FBgn0030057	CG12108	Ppt1
FBgn0030060	FBgn0030060	CG2004	CG2004
FBgn0030061	FBgn0030061	CG1785	CG1785
FBgn0030063	FBgn0030063	CG1789	CG1789
FBgn0030066	FBgn0030066	CG1885	Uros1
FBgn0030067	FBgn0030067	CG10648	Rbm13
FBgn0030073	FBgn0030073	CG10962	CG10962
FBgn0030077	FBgn0030077	CG15365	CG15365
FBgn0030078	FBgn0030078	CG10970	CG10970
FBgn0030081	FBgn0030081	CG7246	CG7246
FBgn0030082	FBgn0030082	CG7041	HP1b
FBgn0030085	FBgn0030085	CG6999	CG6999
FBgn0030086	FBgn0030086	CG7033	CCT2
FBgn0030087	FBgn0030087	CG7766	CG7766
FBgn0030088	FBgn0030088	CG7039	Arfrp1
FBgn0030089	FBgn0030089	CG9113	AP-1gamma
FBgn0030090	FBgn0030090	CG12664	fend
FBgn0030091	FBgn0030091	CG7065	CG7065
FBgn0030092	FBgn0030092	CG8971	fh
FBgn0030096	FBgn0030096	CG9060	Zpr1
FBgn0030098	FBgn0030098	CG12057	CG12057
FBgn0030099	FBgn0030099	CG12056	CG12056
FBgn0030100	FBgn0030100	CG12106	CG12106
FBgn0030101	FBgn0030101	CG12118	CG12118
FBgn0030109	FBgn0030109	CG12121	CG12121
FBgn0030114	FBgn0030114	CG17754	CG17754
FBgn0030121	FBgn0030121	CG17446	Cfp1
FBgn0030122	FBgn0030122	CG16892	Aladin
FBgn0030136	FBgn0030136	CG2998	RpS28b
FBgn0030137	FBgn0030137	CG15317	CG15317
FBgn0030141	FBgn0030141	CG3002	Gga
FBgn0030148	FBgn0030148	CG3106	CG3106
FBgn0030151	FBgn0030151	CG1354	CG1354
FBgn0030157	FBgn0030157	CG1468	CG1468
FBgn0030174	FBgn0030174	CG15312	CG15312
FBgn0030177	FBgn0030177	CG2972	CG2972
FBgn0030178	FBgn0030178	CG2974	Naxe
FBgn0030183	FBgn0030183	CG15309	CG15309
FBgn0030187	FBgn0030187	CG2961	Ipod
FBgn0030189	FBgn0030189	CG2909	CG2909
FBgn0030196	FBgn0030196	CG2222	Psf3
FBgn0030202	FBgn0030202	CG12640	CG12640
FBgn0030206	FBgn0030206	CG2889	CG2889
FBgn0030208	FBgn0030208	CG2890	PPP4R2r
FBgn0030217	FBgn0030217	CG2124	CG2124
FBgn0030218	FBgn0030218	CG1628	CG1628
FBgn0030228	FBgn0030228	CG1826	BTBD9
FBgn0030230	FBgn0030230	CG11556	Rph
FBgn0030234	FBgn0030234	CG15211	CG15211
FBgn0030237	FBgn0030237	CG15209	CG15209
FBgn0030239	FBgn0030239	CG17333	CG17333
FBgn0030240	FBgn0030240	CG2202	CG2202
FBgn0030241	FBgn0030241	CG11207	feo
FBgn0030242	FBgn0030242	CG1655	sofe
FBgn0030243	FBgn0030243	CG2186	CG2186
FBgn0030245	FBgn0030245	CG1637	CG1637
FBgn0030246	FBgn0030246	CG1582	CG1582
FBgn0030257	FBgn0030257	CG11160	SmydA-4
FBgn0030261	FBgn0030261	CG15203	CG15203
FBgn0030263	FBgn0030263	CG2076	CG2076
FBgn0030266	FBgn0030266	CG11122	CG11122
FBgn0030268	FBgn0030268	CG1453	Klp10A
FBgn0030269	FBgn0030269	CG18292	CDK2AP1
FBgn0030270	FBgn0030270	CG15199	CG15199
FBgn0030271	FBgn0030271	CG15202	CG15202
FBgn0030274	FBgn0030274	CG1908	Lint-1
FBgn0030276	FBgn0030276	CG1938	Dlic
FBgn0030286	FBgn0030286	CG1657	Gapvd1
FBgn0030289	FBgn0030289	CG1597	GCS1
FBgn0030291	FBgn0030291	CG1738	CG1738
FBgn0030292	FBgn0030292	CG11752	CG11752
FBgn0030293	FBgn0030293	CG1737	CG1737
FBgn0030294	FBgn0030294	CG11750	Pa1
FBgn0030300	FBgn0030300	CG1747	Sk1
FBgn0030301	FBgn0030301	CG1745	HP5
FBgn0030305	FBgn0030305	CG1749	Uba5
FBgn0030306	FBgn0030306	CG1751	Spase25
FBgn0030309	FBgn0030309	CG1572	CG1572
FBgn0030310	FBgn0030310	CG11709	PGRP-SA
FBgn0030311	FBgn0030311	CG11699	CG11699
FBgn0030314	FBgn0030314	CG11696	CG11696
FBgn0030316	FBgn0030316	CG11695	CG11695
FBgn0030318	FBgn0030318	CG1697	rho-4
FBgn0030319	FBgn0030319	CG2533	CG2533
FBgn0030320	FBgn0030320	CG2247	CG2247
FBgn0030321	FBgn0030321	CG1703	CG1703
FBgn0030323	FBgn0030323	CG2371	Vlet
FBgn0030327	FBgn0030327	CG2448	FucT6
FBgn0030328	FBgn0030328	CG2446	Amun
FBgn0030329	FBgn0030329	CG1837	prtp
FBgn0030330	FBgn0030330	CG1841	Tango10
FBgn0030332	FBgn0030332	CG9360	CG9360
FBgn0030334	FBgn0030334	CG4139	Karl
FBgn0030336	FBgn0030336	CG1578	CG1578
FBgn0030340	FBgn0030340	CG15740	CG15740
FBgn0030341	FBgn0030341	CG1967	p24-1
FBgn0030342	FBgn0030342	CG10347	CG10347
FBgn0030343	FBgn0030343	CG1886	ATP7
FBgn0030344	FBgn0030344	CG2025	Nrd1
FBgn0030345	FBgn0030345	CG1847	CG1847
FBgn0030346	FBgn0030346	CG11802	BORCS5
FBgn0030347	FBgn0030347	CG15739	CG15739
FBgn0030348	FBgn0030348	CG10352	CG10352
FBgn0030349	FBgn0030349	CG10353	CG10353
FBgn0030350	FBgn0030350	CG1844	SelG
FBgn0030351	FBgn0030351	CG1840	CG1840
FBgn0030352	FBgn0030352	CG15738	sicily
FBgn0030354	FBgn0030354	CG1559	Upf1
FBgn0030356	FBgn0030356	CR32661	lncRNA:CR32661
FBgn0030357	FBgn0030357	CG2471	Sclp
FBgn0030358	FBgn0030358	CG10362	CG10362
FBgn0030360	FBgn0030360	CG1806	CG1806
FBgn0030361	FBgn0030361	CG1492	CG1492
FBgn0030362	FBgn0030362	CG1803	regucalcin
FBgn0030364	FBgn0030364	CG15735	Lsm12
FBgn0030365	FBgn0030365	CG1796	Tango4
FBgn0030366	FBgn0030366	CG1490	Usp7
FBgn0030367	FBgn0030367	CG1488	Cyp311a1
FBgn0030369	FBgn0030369	CG1786	Cyp318a1
FBgn0030391	FBgn0030391	CG1900	Rab40
FBgn0030396	FBgn0030396	CG2556	CG2556
FBgn0030398	FBgn0030398	CG2555	Cpr11B
FBgn0030400	FBgn0030400	CG11138	Pits
FBgn0030403	FBgn0030403	CG1824	CG1824
FBgn0030406	FBgn0030406	CG1463	CG1463
FBgn0030407	FBgn0030407	CG2543	Fpgs
FBgn0030410	FBgn0030410	CG15727	Aven
FBgn0030411	FBgn0030411	CG2540	CG2540
FBgn0030412	FBgn0030412	CG17762	Tomosyn
FBgn0030418	FBgn0030418	CG4004	CG4004
FBgn0030420	FBgn0030420	CG12717	CG12717
FBgn0030421	FBgn0030421	CG3812	Agpat1
FBgn0030431	FBgn0030431	CG4407	CG4407
FBgn0030432	FBgn0030432	CG4404	CG4404
FBgn0030433	FBgn0030433	CG4647	mRpL49
FBgn0030434	FBgn0030434	CG4400	Brms1
FBgn0030435	FBgn0030435	CG4645	CG4645
FBgn0030443	FBgn0030443	CG12715	CG12715
FBgn0030447	FBgn0030447	CG2200	CG2200
FBgn0030451	FBgn0030451	CG15717	CG15717
FBgn0030452	FBgn0030452	CG4330	MFS10
FBgn0030456	FBgn0030456	CG4332	CG4332
FBgn0030457	FBgn0030457	CG12096	CG12096
FBgn0030460	FBgn0030460	CG2453	Coq5
FBgn0030462	FBgn0030462	CG15742	CG15742
FBgn0030465	FBgn0030465	CG15743	CG15743
FBgn0030466	FBgn0030466	CG15744	CG15744
FBgn0030467	FBgn0030467	CG1764	CG1764
FBgn0030468	FBgn0030468	CG1622	CG1622
FBgn0030474	FBgn0030474	CG15747	CG15747
FBgn0030478	FBgn0030478	CG1640	CG1640
FBgn0030479	FBgn0030479	CG1987	Rbp1-like
FBgn0030480	FBgn0030480	CG1660	Tim9a
FBgn0030481	FBgn0030481	CG1662	CG1662
FBgn0030482	FBgn0030482	CG1673	CG1673
FBgn0030484	FBgn0030484	CG1681	GstT4
FBgn0030485	FBgn0030485	CG1998	CG1998
FBgn0030486	FBgn0030486	CG1716	Set2
FBgn0030499	FBgn0030499	CG11178	CG11178
FBgn0030500	FBgn0030500	CG9938	Ndc80
FBgn0030501	FBgn0030501	CG11177	BthD
FBgn0030502	FBgn0030502	CG12175	tth
FBgn0030503	FBgn0030503	CG11176	Tango2
FBgn0030504	FBgn0030504	CG2691	CG2691
FBgn0030505	FBgn0030505	CG11172	NFAT
FBgn0030507	FBgn0030507	CG11164	CG11164
FBgn0030508	FBgn0030508	CG15760	CG15760
FBgn0030510	FBgn0030510	CG12177	CG12177
FBgn0030511	FBgn0030511	CG11158	CG11158
FBgn0030512	FBgn0030512	CG9940	Nadsyn
FBgn0030514	FBgn0030514	CG9941	CG9941
FBgn0030518	FBgn0030518	CG11134	CG11134
FBgn0030519	FBgn0030519	CG11151	CG11151
FBgn0030520	FBgn0030520	CG10990	Pdcd4
FBgn0030521	FBgn0030521	CG10992	CtsB1
FBgn0030522	FBgn0030522	CG11103	CG11103
FBgn0030525	FBgn0030525	CG10996	CG10996
FBgn0030528	FBgn0030528	CG11095	CG11095
FBgn0030529	FBgn0030529	CG10997	Clic
FBgn0030530	FBgn0030530	CG11063	jub
FBgn0030536	FBgn0030536	CG11068	CG11068
FBgn0030545	FBgn0030545	CG11590	CG11590
FBgn0030552	FBgn0030552	CG15871	mRpL38
FBgn0030554	FBgn0030554	CG1434	CG1434
FBgn0030555	FBgn0030555	CG1839	Fbxl4
FBgn0030556	FBgn0030556	CG1810	mRNA-cap
FBgn0030559	FBgn0030559	CG13404	CG13404
FBgn0030571	FBgn0030571	CG14414	CG14414
FBgn0030572	FBgn0030572	CG14413	mRpS25
FBgn0030573	FBgn0030573	CG5310	nmdyn-D6
FBgn0030574	FBgn0030574	CG9413	sbm
FBgn0030581	FBgn0030581	CG14408	CG14408
FBgn0030582	FBgn0030582	CG14411	CG14411
FBgn0030584	FBgn0030584	CG14407	CG14407
FBgn0030593	FBgn0030593	CG9512	CG9512
FBgn0030594	FBgn0030594	CG9509	fiz
FBgn0030598	FBgn0030598	CG9503	CG9503
FBgn0030600	FBgn0030600	CG32592	hiw
FBgn0030603	FBgn0030603	CG5541	CG5541
FBgn0030605	FBgn0030605	CG5548	ND-B18
FBgn0030607	FBgn0030607	CG5560	dob
FBgn0030608	FBgn0030608	CG9057	Lsd-2
FBgn0030610	FBgn0030610	CG9065	CG9065
FBgn0030611	FBgn0030611	CG15027	CG15027
FBgn0030612	FBgn0030612	CG5599	CG5599
FBgn0030613	FBgn0030613	CG5627	Rab3-GEF
FBgn0030614	FBgn0030614	CG9072	CG9072
FBgn0030615	FBgn0030615	CG9081	Cyp4s3
FBgn0030616	FBgn0030616	CG9091	RpL37a
FBgn0030625	FBgn0030625	CG5877	CG5877
FBgn0030628	FBgn0030628	CG9114	CG9114
FBgn0030629	FBgn0030629	CG9123	CG9123
FBgn0030630	FBgn0030630	CG12608	CG12608
FBgn0030631	FBgn0030631	CG6227	CG6227
FBgn0030634	FBgn0030634	CG9164	CG9164
FBgn0030638	FBgn0030638	CG11655	CG11655
FBgn0030640	FBgn0030640	CG6294	CG6294
FBgn0030642	FBgn0030642	CG15642	CG15642
FBgn0030645	FBgn0030645	CG6308	Alg14
FBgn0030648	FBgn0030648	CG6340	CG6340
FBgn0030653	FBgn0030653	CG7860	CG7860
FBgn0030654	FBgn0030654	CG15643	CG15643
FBgn0030655	FBgn0030655	CG9213	CG9213
FBgn0030657	FBgn0030657	CG15645	cerv
FBgn0030658	FBgn0030658	CG7872	CG7872
FBgn0030659	FBgn0030659	CG9215	CG9215
FBgn0030660	FBgn0030660	CG8097	CG8097
FBgn0030662	FBgn0030662	CG9220	CG9220
FBgn0030666	FBgn0030666	CG12708	CG12708
FBgn0030668	FBgn0030668	CG8128	CG8128
FBgn0030669	FBgn0030669	CG9240	CG9240
FBgn0030670	FBgn0030670	CG9245	Pis
FBgn0030671	FBgn0030671	CG8134	CG8134
FBgn0030672	FBgn0030672	CG9281	CG9281
FBgn0030673	FBgn0030673	CG15601	CG15601
FBgn0030674	FBgn0030674	CG8184	HUWE1
FBgn0030675	FBgn0030675	CG8191	CG8191
FBgn0030676	FBgn0030676	CG12379	CG12379
FBgn0030678	FBgn0030678	CG11679	CG11679
FBgn0030679	FBgn0030679	CG8206	CG8206
FBgn0030680	FBgn0030680	CG8944	CG8944
FBgn0030683	FBgn0030683	CG8239	Mvd
FBgn0030685	FBgn0030685	CG8948	Graf
FBgn0030686	FBgn0030686	CG8288	mRpL3
FBgn0030687	FBgn0030687	CG17209	RpIIIC160
FBgn0030688	FBgn0030688	CG8952	CG8952
FBgn0030692	FBgn0030692	CG8470	mRpS30
FBgn0030693	FBgn0030693	CG8974	CG8974
FBgn0030694	FBgn0030694	CG15602	CG15602
FBgn0030695	FBgn0030695	CG8995	PGRP-LE
FBgn0030696	FBgn0030696	CG8509	CG8509
FBgn0030699	FBgn0030699	CG8578	CG8578
FBgn0030700	FBgn0030700	CG15914	CG15914
FBgn0030701	FBgn0030701	CG16952	CG16952
FBgn0030703	FBgn0030703	CG9066	MSBP
FBgn0030704	FBgn0030704	CG15916	CG15916
FBgn0030710	FBgn0030710	CG8924	CG8924
FBgn0030711	FBgn0030711	CG8928	Rrp47
FBgn0030716	FBgn0030716	CG9170	CG9170
FBgn0030717	FBgn0030717	CG8931	Slc25A46a
FBgn0030718	FBgn0030718	CG9172	ND-20
FBgn0030719	FBgn0030719	CG9177	eIF5
FBgn0030720	FBgn0030720	CG8939	CG8939
FBgn0030723	FBgn0030723	CG14948	dpr18
FBgn0030724	FBgn0030724	CG9212	Nipsnap
FBgn0030731	FBgn0030731	CG3415	Mfe2
FBgn0030733	FBgn0030733	CG3560	UQCR-14
FBgn0030734	FBgn0030734	CG9911	CG9911
FBgn0030735	FBgn0030735	CG3632	CG3632
FBgn0030738	FBgn0030738	CG9915	CG9915
FBgn0030739	FBgn0030739	CG13957	SWIP
FBgn0030740	FBgn0030740	CG9917	CG9917
FBgn0030742	FBgn0030742	CG9919	CG9919
FBgn0030743	FBgn0030743	CG9921	CG9921
FBgn0030744	FBgn0030744	CG9992	CG9992
FBgn0030745	FBgn0030745	CG4239	CG4239
FBgn0030746	FBgn0030746	CG9981	CG9981
FBgn0030747	FBgn0030747	CG4301	CG4301
FBgn0030748	FBgn0030748	CG4394	Traf-like
FBgn0030749	FBgn0030749	CG9968	AnxB11
FBgn0030752	FBgn0030752	CG9947	CDC50
FBgn0030753	FBgn0030753	CG4420	rngo
FBgn0030756	FBgn0030756	CG9903	CG9903
FBgn0030757	FBgn0030757	CG9902	CG9902
FBgn0030759	FBgn0030759	CG13014	CG13014
FBgn0030761	FBgn0030761	CG9784	CG9784
FBgn0030763	FBgn0030763	CG9782	CG9782
FBgn0030764	FBgn0030764	CG9777	CG9777
FBgn0030766	FBgn0030766	CG4521	mthl1
FBgn0030768	FBgn0030768	CG9723	CG9723
FBgn0030769	FBgn0030769	CG13012	CG13012
FBgn0030775	FBgn0030775	CG9673	CG9673
FBgn0030776	FBgn0030776	CG4653	CG4653
FBgn0030777	FBgn0030777	CG9672	CG9672
FBgn0030778	FBgn0030778	CG4678	CG4678
FBgn0030786	FBgn0030786	CG4742	mRpL22
FBgn0030787	FBgn0030787	CG9609	CG9609
FBgn0030788	FBgn0030788	CG4756	Sap30
FBgn0030789	FBgn0030789	CG9606	Rrp45
FBgn0030790	FBgn0030790	CG4768	CG4768
FBgn0030791	FBgn0030791	CG9132	CG9132
FBgn0030792	FBgn0030792	CG4789	CG4789
FBgn0030793	FBgn0030793	CG9125	CG9125
FBgn0030794	FBgn0030794	CG13005	CG13005
FBgn0030795	FBgn0030795	CG4805	ppk28
FBgn0030796	FBgn0030796	CG4829	CG4829
FBgn0030797	FBgn0030797	CG13004	CG13004
FBgn0030799	FBgn0030799	CG4872	CG4872
FBgn0030800	FBgn0030800	CG9104	Nprl2
FBgn0030801	FBgn0030801	CG4875	Rcp
FBgn0030802	FBgn0030802	CG9099	DENR
FBgn0030803	FBgn0030803	CG4880	CG4880
FBgn0030805	FBgn0030805	CG9089	wus
FBgn0030806	FBgn0030806	CG13001	CG13001
FBgn0030808	FBgn0030808	CG4937	RhoGAP15B
FBgn0030809	FBgn0030809	CG9086	Ubr1
FBgn0030812	FBgn0030812	CG8949	wcy
FBgn0030813	FBgn0030813	CG4949	CG4949
FBgn0030816	FBgn0030816	CG16700	CG16700
FBgn0030817	FBgn0030817	CG4991	CG4991
FBgn0030833	FBgn0030833	CG8915	CG8915
FBgn0030834	FBgn0030834	CG8675	CG8675
FBgn0030837	FBgn0030837	CG8661	CG8661
FBgn0030838	FBgn0030838	CG5445	CG5445
FBgn0030839	FBgn0030839	CG5613	CG5613
FBgn0030846	FBgn0030846	CG12992	CG12992
FBgn0030847	FBgn0030847	CG12991	CG12991
FBgn0030850	FBgn0030850	CG8408	stas
FBgn0030851	FBgn0030851	CG8326	CG8326
FBgn0030853	FBgn0030853	CG5703	ND-24
FBgn0030854	FBgn0030854	CG8289	CG8289
FBgn0030855	FBgn0030855	CG5800	CG5800
FBgn0030858	FBgn0030858	CG8211	IntS2
FBgn0030863	FBgn0030863	CG8188	CG8188
FBgn0030864	FBgn0030864	CG8173	CG8173
FBgn0030869	FBgn0030869	CG8146	Socs16D
FBgn0030871	FBgn0030871	CG8142	CG8142
FBgn0030872	FBgn0030872	CG6492	Ucp4A
FBgn0030873	FBgn0030873	CG15814	CG15814
FBgn0030874	FBgn0030874	CG6506	Spt7
FBgn0030876	FBgn0030876	CG6762	CG6762
FBgn0030877	FBgn0030877	CG7846	Arp8
FBgn0030878	FBgn0030878	CG6769	CG6769
FBgn0030880	FBgn0030880	CG6788	CG6788
FBgn0030881	FBgn0030881	CG12985	CG12985
FBgn0030883	FBgn0030883	CG7772	CG7772
FBgn0030886	FBgn0030886	CG12672	CG12672
FBgn0030887	FBgn0030887	CG6867	CG6867
FBgn0030890	FBgn0030890	CG7536	CG7536
FBgn0030892	FBgn0030892	CG7206	CG7206
FBgn0030893	FBgn0030893	CG7122	RhoGAP16F
FBgn0030894	FBgn0030894	CG7192	Mvb12
FBgn0030897	FBgn0030897	CG5744	Frq1
FBgn0030904	FBgn0030904	CG5988	upd2
FBgn0030911	FBgn0030911	CR15061	lncRNA:CR15061
FBgn0030912	FBgn0030912	CG6023	CG6023
FBgn0030915	FBgn0030915	CG6179	CG6179
FBgn0030926	FBgn0030926	CG6367	psh
FBgn0030928	FBgn0030928	CG15044	CG15044
FBgn0030929	FBgn0030929	CG15043	CG15043
FBgn0030932	FBgn0030932	CG6461	Ggt-1
FBgn0030943	FBgn0030943	CG6540	Nup35
FBgn0030944	FBgn0030944	CG6617	CG6617
FBgn0030945	FBgn0030945	CG6632	Ing3
FBgn0030946	FBgn0030946	CG6659	CG6659
FBgn0030954	FBgn0030954	CG32540	CCKLR-17D3
FBgn0030955	FBgn0030955	CG6891	CG6891
FBgn0030956	FBgn0030956	CG18259	CG18259
FBgn0030959	FBgn0030959	CG6961	CG6961
FBgn0030960	FBgn0030960	CG7053	Atg101
FBgn0030963	FBgn0030963	CG7101	CG7101
FBgn0030964	FBgn0030964	CG7103	Pvf1
FBgn0030966	FBgn0030966	CG7280	shop
FBgn0030968	FBgn0030968	CG7322	CG7322
FBgn0030969	FBgn0030969	CG7288	Usp39
FBgn0030970	FBgn0030970	CG7326	CG7326
FBgn0030973	FBgn0030973	CG7332	CG7332
FBgn0030974	FBgn0030974	CG7358	Flacc
FBgn0030976	FBgn0030976	CG7378	CG7378
FBgn0030980	FBgn0030980	CG7406	CG7406
FBgn0030981	FBgn0030981	CG14191	CG14191
FBgn0030984	FBgn0030984	CG7440	tgy
FBgn0030985	FBgn0030985	CG15883	Obp18a
FBgn0030990	FBgn0030990	CG7556	CG7556
FBgn0030991	FBgn0030991	CG7453	CG7453
FBgn0030992	FBgn0030992	CG33253	CG33253
FBgn0030993	FBgn0030993	CG7635	Mec2
FBgn0030994	FBgn0030994	CG14193	HP1D3csd
FBgn0030995	FBgn0030995	CG7914	CG7914
FBgn0030996	FBgn0030996	CG14194	CG14194
FBgn0030997	FBgn0030997	CG7990	CG7990
FBgn0030998	FBgn0030998	CG14195	CG14195
FBgn0030999	FBgn0030999	CG7874	Mur18B
FBgn0031000	FBgn0031000	CG7876	Muc18B
FBgn0031001	FBgn0031001	CG7884	CG7884
FBgn0031002	FBgn0031002	CG14196	CG14196
FBgn0031003	FBgn0031003	CG7889	CG7889
FBgn0031004	FBgn0031004	CG7992	CG7992
FBgn0031005	FBgn0031005	CG7890	Hs3st-B
FBgn0031006	FBgn0031006	CG8002	rictor
FBgn0031008	FBgn0031008	CG8010	CG8010
FBgn0031011	FBgn0031011	CG8034	CG8034
FBgn0031012	FBgn0031012	CG8051	CG8051
FBgn0031016	FBgn0031016	CG12199	kek5
FBgn0031018	FBgn0031018	CG12200	narya
FBgn0031021	FBgn0031021	CG12203	ND-18
FBgn0031022	FBgn0031022	CG12204	CG12204
FBgn0031023	FBgn0031023	CG14200	CG14200
FBgn0031030	FBgn0031030	CG14217	Tao
FBgn0031032	FBgn0031032	CG14204	CG14204
FBgn0031034	FBgn0031034	CG14205	CG14205
FBgn0031036	FBgn0031036	CG14220	CG14220
FBgn0031037	FBgn0031037	CG14207	CG14207
FBgn0031040	FBgn0031040	CG14210	CG14210
FBgn0031044	FBgn0031044	CG14211	MKP-4
FBgn0031047	FBgn0031047	CG14213	Rcd-1
FBgn0031048	FBgn0031048	CG12237	CG12237
FBgn0031049	FBgn0031049	CG14214	Sec61gamma
FBgn0031050	FBgn0031050	CG12235	Arp10
FBgn0031051	FBgn0031051	CG12234	Ranbp21
FBgn0031052	FBgn0031052	CG14215	Elys
FBgn0031053	FBgn0031053	CG14223	CG14223
FBgn0031054	FBgn0031054	CG14216	Ssu72
FBgn0031057	FBgn0031057	CG14224	Ubqn
FBgn0031059	FBgn0031059	CG14229	CG14229
FBgn0031060	FBgn0031060	CG14231	CG14231
FBgn0031061	FBgn0031061	CG14232	CG14232
FBgn0031062	FBgn0031062	CG14230	CG14230
FBgn0031068	FBgn0031068	CG12534	Alr
FBgn0031069	FBgn0031069	CG12703	Pmp70
FBgn0031070	FBgn0031070	CG12702	CG12702
FBgn0031077	FBgn0031077	CG15618	THADA
FBgn0031078	FBgn0031078	CG11943	Nup205
FBgn0031080	FBgn0031080	CG12655	CG12655
FBgn0031081	FBgn0031081	CG9565	Nep3
FBgn0031090	FBgn0031090	CG9575	Rab35
FBgn0031091	FBgn0031091	CG9576	Phf7
FBgn0031092	FBgn0031092	CG9577	CG9577
FBgn0031093	FBgn0031093	CG9581	CG9581
FBgn0031094	FBgn0031094	CG9578	CG9578
FBgn0031098	FBgn0031098	CG17068	CG17068
FBgn0031099	FBgn0031099	CG17065	CG17065
FBgn0031106	FBgn0031106	CG1467	Syx16
FBgn0031107	FBgn0031107	CG11734	HERC2
FBgn0031114	FBgn0031114	CG1676	cactin
FBgn0031115	FBgn0031115	CG11710	CG11710
FBgn0031116	FBgn0031116	CG1695	CG1695
FBgn0031117	FBgn0031117	CG1702	GstT3
FBgn0031118	FBgn0031118	CG1412	RhoGAP19D
FBgn0031119	FBgn0031119	CG1812	CG1812
FBgn0031126	FBgn0031126	CG1829	Cyp6v1
FBgn0031127	FBgn0031127	CG1835	CG1835
FBgn0031141	FBgn0031141	CG1304	CG1304
FBgn0031142	FBgn0031142	CG10998	r-cup
FBgn0031143	FBgn0031143	CG1532	CG1532
FBgn0031144	FBgn0031144	CG1529	CG1529
FBgn0031145	FBgn0031145	CG1740	Ntf-2
FBgn0031146	FBgn0031146	CG15449	CG15449
FBgn0031148	FBgn0031148	CG1753	Cbs
FBgn0031149	FBgn0031149	CG1518	Stt3A
FBgn0031150	FBgn0031150	CG32513	bves
FBgn0031161	FBgn0031161	CG15445	CG15445
FBgn0031170	FBgn0031170	CG1718	ABCA
FBgn0031174	FBgn0031174	CG1486	CG1486
FBgn0031176	FBgn0031176	CG1678	whe
FBgn0031182	FBgn0031182	CG1644	Cyp6t1
FBgn0031183	FBgn0031183	CG14621	CG14621
FBgn0031184	FBgn0031184	CG14615	CG14615
FBgn0031187	FBgn0031187	CG14619	Usp2
FBgn0031188	FBgn0031188	CG14613	CG14613
FBgn0031189	FBgn0031189	CG14618	CG14618
FBgn0031190	FBgn0031190	CG12576	CG12576
FBgn0031191	FBgn0031191	CG14617	Cp110
FBgn0031194	FBgn0031194	CG17598	CG17598
FBgn0031195	FBgn0031195	CG17600	CG17600
FBgn0031209	FBgn0031209	CG2657	Ir21a
FBgn0031213	FBgn0031213	CG11372	galectin
FBgn0031214	FBgn0031214	CG11374	CG11374
FBgn0031216	FBgn0031216	CG11376	Zir
FBgn0031217	FBgn0031217	CG11377	CG11377
FBgn0031224	FBgn0031224	CG11454	CG11454
FBgn0031227	FBgn0031227	CG3709	CG3709
FBgn0031228	FBgn0031228	CG11455	ND-15
FBgn0031229	FBgn0031229	CG3436	CG3436
FBgn0031231	FBgn0031231	CG11488	mRpL10
FBgn0031233	FBgn0031233	CG11490	Tbc1d15-17
FBgn0031238	FBgn0031238	CG3645	CG3645
